estacion,fecha,pm25_diario
Cerro Navia,2011-08-20,35.520833333333336
Cerro Navia,2011-09-20,17.147058823529413
Cerro Navia,2011-09-21,12.541666666666666
Cerro Navia,2011-10-20,17.159420289855074
Cerro Navia,2011-10-21,12.291666666666666
Cerro Navia,2011-11-20,12.27659574468085
Cerro Navia,2011-11-21,5
Cerro Navia,2011-12-20,14.642857142857142
Cerro Navia,2011-12-21,11.458333333333334
Cerro Navia,2012-01-20,13.847222222222221
Cerro Navia,2012-01-21,12
Cerro Navia,2012-02-20,24.20138888888889
Cerro Navia,2012-02-21,11.291666666666666
Cerro Navia,2012-03-20,15.9375
Cerro Navia,2012-03-21,6.625
Cerro Navia,2012-04-20,21.958041958041957
Cerro Navia,2012-04-21,12.333333333333334
Cerro Navia,2012-05-20,51.49655172413793
Cerro Navia,2012-05-21,45.91304347826087
Cerro Navia,2012-06-20,49.208333333333336
Cerro Navia,2012-06-21,38.291666666666664
